The prediction is 1.246, 1.189, 1.113.
The prediction is 1.526, 1.277, 1.331.
The prediction is 1.161, 1.162, 1.263.
The prediction is 1.161, 1.283, 1.363.
The prediction is 1.609, 1.801, 1.872.
The prediction is 1.753, 1.804, 1.806.
The prediction is 1.836, 1.836, 1.791.
The prediction is 1.801, 1.748, 1.667.
The prediction is 1.768, 1.699, 1.603.
The prediction is 1.768, 1.699, 1.595.
The prediction is 1.646, 1.503, 1.351.
The prediction is 1.574, 1.432, 1.296.
The prediction is 1.444, 1.332, 1.603.
The prediction is 1.297, 1.496, 1.912.
The prediction is 1.602, 2.005, 2.276.
The prediction is 2.182, 2.486, 2.535.
The prediction is 2.435, 2.476, 2.435.
The prediction is 2.293, 2.283, 2.284.
The prediction is 2.029, 1.893, 1.793.
The prediction is 1.972, 1.952, 1.972.
The prediction is 1.859, 1.806, 1.768.
The prediction is 1.781, 1.748, 1.715.
The prediction is 1.801, 1.806, 1.764.
The prediction is 1.873, 1.873, 1.753.
The prediction is 1.843, 1.706, 1.378.
The prediction is 1.852, 1.556, 1.666.
The prediction is 1.602, 1.753, 1.909.
The prediction is 1.758, 1.952, 2.005.
The prediction is 1.972, 2.036, 2.036.
The prediction is 2.108, 2.121, 2.104.
The prediction is 2.161, 2.161, 2.119.
The prediction is 2.161, 2.113, 2.023.
The prediction is 2.161, 2.069, 1.932.
The prediction is 2.023, 1.899, 1.768.
The prediction is 1.899, 1.746, 1.574.
The prediction is 1.794, 1.648, 1.52.
The prediction is 1.655, 1.535, 1.835.
The prediction is 1.563, 1.884, 2.319.
The prediction is 1.884, 2.312, 2.655.
The prediction is 2.602, 3.039, 3.246.
The prediction is 2.802, 2.816, 2.794.
The prediction is 2.376, 2.252, 2.185.
The prediction is 2.161, 1.972, 1.835.
The prediction is 1.972, 1.849, 1.793.
The prediction is 1.987, 1.981, 2.024.
The prediction is 2.119, 2.205, 2.281.
The prediction is 2.248, 2.336, 2.336.
The prediction is 2.347, 2.344, 2.184.
The prediction is 2.354, 2.184, 1.793.
The prediction is 2.298, 1.903, 1.954.
The prediction is 1.875, 1.952, 2.052.
The prediction is 2.162, 2.313, 2.336.
The prediction is 2.261, 2.292, 2.273.
The prediction is 2.223, 2.191, 2.162.
The prediction is 2.161, 2.113, 2.036.
The prediction is 2.059, 1.981, 1.893.
The prediction is 2.037, 1.972, 1.893.
The prediction is 1.987, 1.909, 1.816.
The prediction is 1.909, 1.816, 1.674.
The prediction is 1.794, 1.674, 1.574.
The prediction is 1.627, 1.503, 1.829.
The prediction is 1.574, 1.912, 2.354.
The prediction is 1.954, 2.398, 2.496.
The prediction is 2.435, 2.624, 2.492.
The prediction is 2.602, 2.624, 2.595.
The prediction is 2.683, 2.683, 2.672.
The prediction is 2.782, 2.798, 2.798.
The prediction is 2.694, 2.632, 2.591.
The prediction is 2.674, 2.632, 2.597.
The prediction is 2.732, 2.732, 2.714.
The prediction is 2.722, 2.691, 2.595.
The prediction is 2.602, 2.464, 2.209.
The prediction is 2.354, 2.005, 1.501.
The prediction is 2.098, 1.647, 1.703.
The prediction is 1.602, 1.666, 1.804.
The prediction is 1.795, 1.952, 2.005.
The prediction is 2.052, 2.112, 2.108.
The prediction is 2.161, 2.191, 2.191.
The prediction is 2.119, 2.083, 2.036.
The prediction is 1.981, 1.909, 1.836.
The prediction is 1.852, 1.736, 1.612.
The prediction is 1.793, 1.714, 1.627.
The prediction is 1.574, 1.474, 1.395.
The prediction is 1.409, 1.314, 1.272.
The prediction is 1.314, 1.269, 1.608.
The prediction is 1.274, 1.606, 2.066.
The prediction is 1.603, 2.054, 2.435.
The prediction is 1.987, 2.313, 2.435.
The prediction is 2.307, 2.427, 2.464.
The prediction is 2.293, 2.313, 2.324.
The prediction is 2.435, 2.472, 2.496.
The prediction is 2.496, 2.498, 2.464.
The prediction is 2.499, 2.427, 2.336.
The prediction is 2.569, 2.547, 2.498.
The prediction is 2.609, 2.594, 2.486.
The prediction is 2.602, 2.486, 2.172.
The prediction is 2.552, 2.277, 1.786.
The prediction is 2.364, 1.918, 1.972.
The prediction is 1.835, 1.854, 1.931.
The prediction is 1.798, 1.901, 1.932.
The prediction is 1.882, 1.909, 1.909.
The prediction is 1.885, 1.849, 1.806.
The prediction is 1.875, 1.843, 1.806.
The prediction is 1.909, 1.893, 1.839.
The prediction is 1.893, 1.843, 1.768.
The prediction is 1.843, 1.746, 1.627.
The prediction is 1.736, 1.627, 1.503.
The prediction is 1.558, 1.405, 1.297.
The prediction is 1.417, 1.332, 1.661.
The prediction is 1.231, 1.603, 2.098.
The prediction is 1.476, 1.905, 2.209.
The prediction is 1.994, 2.313, 2.435.
The prediction is 2.658, 2.802, 2.854.
The prediction is 3.027, 3.1, 3.087.
The prediction is 3.217, 3.262, 3.241.
The prediction is 3.262, 3.241, 3.184.
The prediction is 3.294, 3.262, 3.186.
The prediction is 3.252, 3.186, 3.052.
The prediction is 3.093, 2.899, 2.626.
The prediction is 2.899, 2.633, 2.198.
The prediction is 2.633, 2.221, 1.657.
The prediction is 2.297, 1.683, 1.699.
The prediction is 1.656, 1.658, 1.804.
The prediction is 1.488, 1.591, 1.657.
The prediction is 1.602, 1.701, 1.765.
The prediction is 1.497, 1.472, 1.471.
The prediction is 1.575, 1.602, 1.607.
The prediction is 1.457, 1.405, 1.358.
The prediction is 1.389, 1.338, 1.293.
The prediction is 1.336, 1.296, 1.265.
The prediction is 1.265, 1.215, 1.157.
The prediction is 1.252, 1.215, 1.186.
The prediction is 1.215, 1.194, 1.561.
The prediction is 1.194, 1.489, 1.987.
The prediction is 1.602, 2.164, 2.627.
The prediction is 2.175, 2.632, 2.827.
The prediction is 2.715, 2.954, 3.027.
The prediction is 3.027, 3.128, 3.099.
The prediction is 3.089, 3.098, 3.057.
The prediction is 3.241, 3.241, 3.186.
The prediction is 3.238, 3.183, 3.095.
The prediction is 3.161, 3.057, 2.899.
The prediction is 3.009, 2.798, 2.485.
The prediction is 2.726, 2.399, 1.938.
The prediction is 2.395, 1.901, 1.276.
The prediction is 2.112, 1.457, 1.458.
The prediction is 1.406, 1.366, 1.458.
The prediction is 1.485, 1.605, 1.658.
The prediction is 1.641, 1.701, 1.715.
The prediction is 1.635, 1.615, 1.597.
The prediction is 1.602, 1.606, 1.602.
The prediction is 1.457, 1.395, 1.336.
The prediction is 1.423, 1.381, 1.336.
The prediction is 1.423, 1.391, 1.338.
The prediction is 1.435, 1.409, 1.343.
The prediction is 1.395, 1.336, 1.293.
The prediction is 1.338, 1.297, 1.658.
The prediction is 1.194, 1.489, 1.987.
The prediction is 1.497, 1.987, 2.398.
The prediction is 1.987, 2.386, 2.572.
The prediction is 2.496, 2.686, 2.754.
The prediction is 2.909, 3.018, 3.066.
The prediction is 3.009, 3.018, 2.972.
The prediction is 3.051, 3.027, 2.954.
The prediction is 3.009, 2.964, 2.899.
The prediction is 3.007, 2.932, 2.802.
The prediction is 2.932, 2.798, 2.554.
The prediction is 2.806, 2.552, 2.111.
The prediction is 2.498, 2.054, 1.457.
The prediction is 2.102, 1.498, 1.498.
The prediction is 1.388, 1.359, 1.454.
The prediction is 1.435, 1.541, 1.605.
The prediction is 1.704, 1.836, 1.909.
The prediction is 1.748, 1.781, 1.804.
The prediction is 1.741, 1.751, 1.748.
The prediction is 1.613, 1.558, 1.503.
The prediction is 1.602, 1.602, 1.605.
The prediction is 1.602, 1.602, 1.592.
The prediction is 1.499, 1.423, 1.321.
The prediction is 1.443, 1.359, 1.287.
The prediction is 1.353, 1.296, 1.659.
The prediction is 1.381, 1.749, 2.319.
The prediction is 1.802, 2.332, 2.786.
The prediction is 2.319, 2.786, 3.006.
The prediction is 2.816, 3.027, 3.099.
The prediction is 3.221, 3.347, 3.378.
The prediction is 3.298, 3.336, 3.311.
The prediction is 3.281, 3.249, 3.184.
The prediction is 3.191, 3.094, 2.972.
The prediction is 3.089, 2.932, 2.734.
The prediction is 3.022, 2.899, 2.674.
The prediction is 2.859, 2.618, 2.191.
The prediction is 2.676, 2.221, 1.592.
The prediction is 2.364, 1.764, 1.792.
The prediction is 1.852, 1.854, 1.954.
The prediction is 1.87, 1.952, 1.972.
The prediction is 2.182, 2.273, 2.273.
The prediction is 2.191, 2.161, 2.116.
The prediction is 2.161, 2.119, 2.064.
The prediction is 2.069, 2.004, 1.938.
The prediction is 1.965, 1.899, 1.835.
The prediction is 1.816, 1.706, 1.603.
The prediction is 1.681, 1.591, 1.503.
The prediction is 1.499, 1.381, 1.336.
The prediction is 1.395, 1.338, 1.704.
The prediction is 1.435, 1.842, 2.435.
The prediction is 1.802, 2.312, 2.786.
The prediction is 2.319, 2.786, 3.006.
The prediction is 2.802, 3.027, 3.099.
The prediction is 2.972, 3.049, 3.051.
The prediction is 3.161, 3.214, 3.218.
The prediction is 3.294, 3.312, 3.281.
The prediction is 3.266, 3.2, 3.097.
The prediction is 3.161, 3.049, 2.893.
The prediction is 3.089, 2.932, 2.678.
The prediction is 2.932, 2.683, 2.209.
The prediction is 2.699, 2.221, 1.661.
The prediction is 2.269, 1.683, 1.683.
The prediction is 1.602, 1.656, 1.804.
The prediction is 1.748, 1.901, 1.972.
The prediction is 1.909, 1.981, 1.996.
The prediction is 1.941, 1.932, 1.9.
The prediction is 1.972, 1.951, 1.9.
The prediction is 2.004, 1.981, 1.932.
The prediction is 2.037, 1.996, 1.932.
The prediction is 1.996, 1.903, 1.806.
The prediction is 1.972, 1.903, 1.816.
The prediction is 1.932, 1.852, 1.798.
The prediction is 1.845, 1.798, 2.164.
The prediction is 1.885, 2.262, 2.794.
The prediction is 2.221, 2.686, 3.098.
The prediction is 2.727, 3.229, 3.476.
The prediction is 3.193, 3.435, 3.545.
The prediction is 3.506, 3.658, 3.691.
The prediction is 3.715, 3.842, 3.882.
The prediction is 3.558, 3.486, 3.381.
The prediction is 3.558, 3.486, 3.381.
The prediction is 3.564, 3.499, 3.378.
The prediction is 3.423, 3.246, 2.965.
The prediction is 3.241, 2.965, 2.423.
The prediction is 2.899, 2.311, 1.698.
The prediction is 2.602, 2.118, 2.116.
The prediction is 1.972, 1.995, 2.116.
The prediction is 1.952, 2.005, 2.005.
The prediction is 2.112, 2.161, 2.161.
The prediction is 2.161, 2.161, 2.149.
The prediction is 2.238, 2.266, 2.266.
The prediction is 2.238, 2.193, 2.119.
The prediction is 2.313, 2.293, 2.238.
The prediction is 2.399, 2.359, 2.293.
The prediction is 2.423, 2.394, 2.286.
The prediction is 2.377, 2.269, 2.178.
The prediction is 2.314, 2.237, 2.53.
The prediction is 2.252, 2.476, 2.916.
The prediction is 2.476, 2.902, 3.507.
The prediction is 2.902, 3.385, 3.687.
The prediction is 3.246, 3.564, 3.715.
The prediction is 3.312, 3.398, 3.435.
The prediction is 3.386, 3.381, 3.3.
The prediction is 3.458, 3.436, 3.381.
The prediction is 3.464, 3.423, 3.332.
The prediction is 3.312, 3.189, 3.028.
The prediction is 3.236, 3.089, 2.855.
The prediction is 3.238, 3.049, 2.627.
The prediction is 2.965, 2.496, 1.912.
The prediction is 2.633, 2.052, 1.996.
The prediction is 1.972, 1.972, 2.066.
The prediction is 2.163, 2.313, 2.399.
The prediction is 2.266, 2.336, 2.353.
The prediction is 2.314, 2.324, 2.324.
The prediction is 2.354, 2.353, 2.336.
The prediction is 2.423, 2.423, 2.399.
The prediction is 2.602, 2.627, 2.597.
The prediction is 2.699, 2.683, 2.607.
The prediction is 2.683, 2.624, 2.502.
The prediction is 2.742, 2.624, 2.485.
The prediction is 2.642, 2.503, 2.666.
The prediction is 2.666, 2.802, 3.098.
The prediction is 2.922, 3.307, 3.801.
The prediction is 3.229, 3.641, 3.916.
The prediction is 3.602, 3.904, 4.082.
The prediction is 3.882, 4.011, 4.058.
The prediction is 3.854, 3.847, 3.795.
The prediction is 3.706, 3.591, 3.458.
The prediction is 3.748, 3.693, 3.593.
The prediction is 3.739, 3.693, 3.574.
The prediction is 3.674, 3.558, 3.297.
The prediction is 3.485, 3.238, 2.765.
The prediction is 3.089, 2.602, 2.103.
The prediction is 2.462, 1.952, 1.972.
The prediction is 1.697, 1.688, 1.802.
The prediction is 1.785, 1.901, 1.972.
The prediction is 1.978, 2.102, 2.161.
The prediction is 1.885, 1.899, 1.932.
The prediction is 1.736, 1.715, 1.7.
The prediction is 1.748, 1.748, 1.748.
The prediction is 1.801, 1.806, 1.791.
The prediction is 1.781, 1.748, 1.701.
The prediction is 1.715, 1.661, 1.593.
The prediction is 1.701, 1.661, 1.607.
The prediction is 1.634, 1.593, 1.916.
The prediction is 1.602, 1.952, 2.435.
The prediction is 1.952, 2.458, 2.915.
The prediction is 2.496, 2.902, 3.046.
The prediction is 3.009, 3.099, 3.096.
The prediction is 3.049, 3.09, 3.087.
The prediction is 3.112, 3.093, 3.026.
The prediction is 3.284, 3.312, 3.294.
The prediction is 3.385, 3.381, 3.311.
The prediction is 3.423, 3.377, 3.252.
The prediction is 3.417, 3.312, 3.028.
The prediction is 3.285, 3.022, 2.476.
The prediction is 3.094, 2.498, 1.791.
The prediction is 2.713, 2.052, 1.952.
The prediction is 2.162, 2.116, 2.187.
The prediction is 1.899, 1.909, 1.901.
The prediction is 1.999, 1.972, 1.932.
The prediction is 1.996, 1.953, 1.94.
The prediction is 1.996, 1.953, 1.9.
The prediction is 1.981, 1.951, 1.9.
The prediction is 2.063, 2.069, 2.039.
The prediction is 2.112, 2.069, 1.993.
The prediction is 2.128, 2.069, 1.972.
The prediction is 2.139, 2.037, 1.932.
The prediction is 2.128, 2.098, 2.435.
The prediction is 2.194, 2.602, 3.098.
The prediction is 2.602, 3.099, 3.541.
The prediction is 3.229, 3.843, 4.232.
The prediction is 3.506, 3.782, 3.9.
The prediction is 3.916, 4.053, 4.067.
The prediction is 3.964, 3.963, 3.893.
The prediction is 3.853, 3.764, 3.674.
The prediction is 3.648, 3.499, 3.362.
The prediction is 3.404, 3.217, 3.026.
The prediction is 3.089, 2.845, 2.574.
The prediction is 2.987, 2.768, 2.354.
The prediction is 2.965, 2.641, 2.12.
The prediction is 2.676, 2.118, 2.116.
The prediction is 2.162, 2.167, 2.254.
The prediction is 2.324, 2.399, 2.399.
The prediction is 2.498, 2.498, 2.435.
The prediction is 2.486, 2.457, 2.435.
The prediction is 2.376, 2.324, 2.294.
The prediction is 2.181, 2.104, 2.073.
The prediction is 2.059, 1.981, 1.932.
The prediction is 2.024, 1.981, 1.948.
The prediction is 1.932, 1.893, 1.835.
The prediction is 1.885, 1.842, 1.807.
The prediction is 1.764, 1.693, 2.052.
The prediction is 1.794, 2.164, 2.727.
The prediction is 2.162, 2.686, 3.098.
The prediction is 2.745, 3.229, 3.447.
The prediction is 3.193, 3.435, 3.516.
The prediction is 3.506, 3.602, 3.588.
The prediction is 3.627, 3.647, 3.598.
The prediction is 3.458, 3.312, 3.143.
The prediction is 3.423, 3.312, 3.199.
The prediction is 3.358, 3.252, 3.099.
The prediction is 3.297, 3.184, 2.972.
The prediction is 3.161, 2.965, 2.602.
The prediction is 2.899, 2.423, 1.835.
The prediction is 2.602, 2.052, 2.052.
The prediction is 1.952, 1.952, 2.024.
The prediction is 1.995, 1.996, 1.952.
The prediction is 2.161, 2.161, 2.104.
The prediction is 2.252, 2.266, 2.266.
The prediction is 2.423, 2.399, 2.336.
The prediction is 2.498, 2.423, 2.306.
The prediction is 2.658, 2.624, 2.526.
The prediction is 2.764, 2.734, 2.639.
The prediction is 2.785, 2.748, 2.633.
The prediction is 2.806, 2.674, 2.52.
The prediction is 2.713, 2.592, 2.795.
The prediction is 2.602, 2.802, 3.193.
The prediction is 2.789, 3.099, 3.482.
The prediction is 3.049, 3.506, 3.799.
The prediction is 3.602, 4.021, 4.199.
The prediction is 3.882, 3.994, 4.006.
The prediction is 4.057, 4.087, 4.064.
The prediction is 3.953, 3.852, 3.699.
The prediction is 3.836, 3.676, 3.485.
The prediction is 3.623, 3.395, 3.093.
The prediction is 3.342, 3.089, 2.798.
The prediction is 3.029, 2.722, 2.276.
The prediction is 2.611, 2.172, 1.688.
The prediction is 2.112, 1.661, 1.724.
The prediction is 1.488, 1.485, 1.624.
The prediction is 1.476, 1.602, 1.701.
The prediction is 1.666, 1.798, 1.885.
The prediction is 1.768, 1.835, 1.885.
The prediction is 1.801, 1.816, 1.806.
The prediction is 1.801, 1.806, 1.806.
The prediction is 1.768, 1.748, 1.715.
The prediction is 1.791, 1.781, 1.758.
The prediction is 1.806, 1.806, 1.764.
The prediction is 1.748, 1.674, 1.607.
The prediction is 1.701, 1.667, 2.003.
The prediction is 1.625, 1.952, 2.435.
The prediction is 1.952, 2.397, 2.802.
The prediction is 2.435, 2.912, 3.086.
The prediction is 2.816, 3.027, 3.098.
The prediction is 3.135, 3.262, 3.297.
The prediction is 3.281, 3.311, 3.262.
The prediction is 3.163, 3.094, 2.987.
The prediction is 3.031, 2.899, 2.724.
The prediction is 2.871, 2.696, 2.485.
The prediction is 2.744, 2.589, 2.344.
The prediction is 2.552, 2.302, 1.965.
The prediction is 2.344, 1.965, 1.457.
The prediction is 2.171, 1.706, 1.794.
The prediction is 1.688, 1.724, 1.852.
The prediction is 1.785, 1.909, 1.972.
The prediction is 1.996, 2.083, 2.108.
The prediction is 1.999, 1.972, 1.932.
The prediction is 1.972, 1.932, 1.9.
The prediction is 1.932, 1.899, 1.859.
The prediction is 1.899, 1.859, 1.806.
The prediction is 1.881, 1.843, 1.798.
The prediction is 1.806, 1.748, 1.674.
The prediction is 1.756, 1.674, 1.603.
The prediction is 1.674, 1.602, 1.961.
The prediction is 1.667, 2.005, 2.503.
The prediction is 1.974, 2.454, 2.916.
The prediction is 2.602, 3.099, 3.276.
The prediction is 3.049, 3.257, 3.294.
The prediction is 3.262, 3.347, 3.345.
The prediction is 3.193, 3.161, 3.087.
The prediction is 3.066, 2.954, 2.827.
The prediction is 3.027, 2.922, 2.806.
The prediction is 2.981, 2.897, 2.798.
The prediction is 2.932, 2.806, 2.574.
The prediction is 2.932, 2.798, 2.455.
The prediction is 2.734, 2.344, 1.835.
The prediction is 2.311, 1.764, 1.793.
The prediction is 1.602, 1.624, 1.753.
The prediction is 1.485, 1.589, 1.657.
The prediction is 1.701, 1.801, 1.835.
The prediction is 1.715, 1.715, 1.701.
The prediction is 1.681, 1.681, 1.681.
The prediction is 1.764, 1.781, 1.781.
The prediction is 1.882, 1.932, 1.932.
The prediction is 1.845, 1.806, 1.746.
The prediction is 1.879, 1.849, 1.746.
The prediction is 1.899, 1.831, 1.756.
The prediction is 1.799, 1.699, 2.052.
The prediction is 1.764, 2.098, 2.541.
The prediction is 2.112, 2.602, 3.067.
The prediction is 2.435, 2.902, 3.086.
The prediction is 2.802, 3.027, 3.098.
The prediction is 2.954, 3.018, 3.027.
The prediction is 2.806, 2.727, 2.615.
The prediction is 2.831, 2.806, 2.768.
The prediction is 2.882, 2.898, 2.898.
The prediction is 2.806, 2.732, 2.612.
The prediction is 2.723, 2.602, 2.377.
The prediction is 2.602, 2.423, 2.095.
The prediction is 2.344, 1.965, 1.417.
The prediction is 1.952, 1.408, 1.433.
The prediction is 1.488, 1.513, 1.666.
The prediction is 1.602, 1.753, 1.852.
The prediction is 1.952, 2.069, 2.108.
The prediction is 2.112, 2.161, 2.191.
The prediction is 1.996, 1.932, 1.9.
The prediction is 1.875, 1.806, 1.748.
The prediction is 1.868, 1.836, 1.793.
The prediction is 1.893, 1.849, 1.794.
The prediction is 1.999, 1.995, 1.899.
The prediction is 1.983, 1.899, 1.798.
The prediction is 1.852, 1.746, 2.042.
The prediction is 1.647, 1.912, 2.319.
The prediction is 1.974, 2.399, 2.827.
The prediction is 2.435, 2.802, 2.954.
The prediction is 2.802, 2.954, 3.026.
The prediction is 3.252, 3.312, 3.311.
The prediction is 3.566, 3.602, 3.568.
The prediction is 3.609, 3.564, 3.458.
The prediction is 3.558, 3.458, 3.311.
The prediction is 3.523, 3.385, 3.184.
The prediction is 3.395, 3.216, 2.903.
The prediction is 3.312, 3.023, 2.476.
The prediction is 3.089, 2.498, 1.903.
The prediction is 2.496, 1.852, 1.854.
The prediction is 1.952, 1.952, 2.024.
The prediction is 1.996, 2.052, 2.052.
The prediction is 2.266, 2.347, 2.347.
The prediction is 2.313, 2.298, 2.294.
The prediction is 2.351, 2.324, 2.286.
The prediction is 2.472, 2.472, 2.435.
The prediction is 2.496, 2.472, 2.407.
The prediction is 2.394, 2.292, 2.184.
The prediction is 2.252, 2.154, 2.023.
The prediction is 1.996, 1.825, 1.691.
The prediction is 1.799, 1.687, 2.052.
The prediction is 1.835, 2.262, 2.912.
The prediction is 2.221, 2.782, 3.341.
The prediction is 2.602, 3.099, 3.364.
The prediction is 3.049, 3.351, 3.496.
The prediction is 3.602, 3.749, 3.799.
The prediction is 4.221, 4.319, 4.311.
The prediction is 4.252, 4.217, 4.113.
The prediction is 4.128, 3.987, 3.799.
The prediction is 3.932, 3.697, 3.395.
The prediction is 3.764, 3.502, 3.143.
The prediction is 3.564, 3.249, 2.687.
The prediction is 3.238, 2.665, 2.052.
The prediction is 2.692, 2.187, 2.218.
The prediction is 1.972, 1.972, 2.116.
The prediction is 1.875, 1.954, 2.005.
The prediction is 1.996, 1.996, 1.972.
The prediction is 2.284, 2.343, 2.353.
The prediction is 2.386, 2.394, 2.353.
The prediction is 2.307, 2.266, 2.209.
The prediction is 2.161, 2.058, 1.965.
The prediction is 1.987, 1.875, 1.798.
The prediction is 1.893, 1.806, 1.734.
The prediction is 1.855, 1.768, 1.7.
The prediction is 1.794, 1.749, 2.118.
The prediction is 1.801, 2.127, 2.715.
The prediction is 2.262, 2.912, 3.507.
The prediction is 2.902, 3.506, 3.799.
The prediction is 3.482, 3.785, 3.9.
The prediction is 3.682, 3.801, 3.801.
The prediction is 3.954, 3.963, 3.899.
The prediction is 4.027, 3.987, 3.899.
The prediction is 3.868, 3.702, 3.499.
The prediction is 3.667, 3.485, 3.296.
The prediction is 3.458, 3.237, 2.885.
The prediction is 3.257, 2.954, 2.388.
The prediction is 3.089, 2.607, 1.965.
The prediction is 2.816, 2.265, 2.209.
