The prediction is 1.239, 1.181, 1.098, 1.009, 0.954.
The prediction is 1.218, 1.114, 1.024, 0.953, 0.903.
The prediction is 1.023, 0.921, 0.848, 0.806, 1.031.
The prediction is 0.854, 0.781, 0.748, 0.987, 1.209.
The prediction is 0.768, 0.706, 0.843, 1.094, 1.209.
The prediction is 0.778, 0.997, 1.228, 1.327, 1.319.
The prediction is 1.128, 1.476, 1.697, 1.706, 1.674.
The prediction is 1.495, 1.658, 1.658, 1.638, 1.634.
The prediction is 1.603, 1.603, 1.598, 1.603, 1.615.
The prediction is 1.298, 1.266, 1.266, 1.281, 1.302.
The prediction is 1.248, 1.238, 1.246, 1.266, 1.292.
The prediction is 1.181, 1.198, 1.238, 1.292, 1.338.
The prediction is 1.358, 1.443, 1.519, 1.572, 1.565.
The prediction is 1.702, 1.842, 1.896, 1.852, 1.646.
The prediction is 1.885, 1.965, 1.909, 1.674, 1.209.
The prediction is 1.981, 1.932, 1.706, 1.312, 1.302.
The prediction is 1.987, 1.806, 1.457, 1.519, 1.658.
The prediction is 1.954, 1.597, 1.658, 1.783, 1.816.
The prediction is 1.603, 1.702, 1.842, 1.885, 1.871.
The prediction is 1.492, 1.585, 1.613, 1.603, 1.585.
The prediction is 1.731, 1.801, 1.806, 1.786, 1.748.
The prediction is 1.742, 1.733, 1.706, 1.657, 1.585.
The prediction is 1.675, 1.631, 1.602, 1.557, 1.499.
The prediction is 1.577, 1.497, 1.408, 1.314, 1.227.
The prediction is 1.538, 1.457, 1.353, 1.238, 1.128.
The prediction is 1.423, 1.314, 1.208, 1.094, 1.015.
The prediction is 1.336, 1.238, 1.145, 1.079, 1.331.
The prediction is 1.238, 1.145, 1.083, 1.362, 1.702.
The prediction is 1.098, 1.006, 1.262, 1.605, 1.742.
The prediction is 1.017, 1.262, 1.609, 1.805, 1.842.
The prediction is 1.262, 1.605, 1.806, 1.843, 1.854.
The prediction is 1.641, 1.842, 1.875, 1.883, 1.903.
The prediction is 1.852, 1.883, 1.881, 1.881, 1.881.
The prediction is 1.609, 1.615, 1.665, 1.728, 1.791.
The prediction is 1.461, 1.435, 1.457, 1.496, 1.533.
The prediction is 1.659, 1.758, 1.842, 1.902, 1.936.
The prediction is 1.792, 1.909, 2.004, 2.037, 1.987.
The prediction is 1.862, 1.932, 1.965, 1.932, 1.773.
The prediction is 1.932, 1.963, 1.909, 1.706, 1.321.
The prediction is 1.946, 1.885, 1.706, 1.329, 1.331.
The prediction is 1.859, 1.674, 1.329, 1.353, 1.457.
The prediction is 1.657, 1.292, 1.302, 1.423, 1.488.
The prediction is 1.277, 1.292, 1.408, 1.488, 1.526.
The prediction is 1.292, 1.381, 1.423, 1.435, 1.435.
The prediction is 1.423, 1.485, 1.498, 1.481, 1.448.
The prediction is 1.457, 1.472, 1.474, 1.457, 1.412.
The prediction is 1.472, 1.457, 1.423, 1.368, 1.297.
The prediction is 1.409, 1.371, 1.327, 1.265, 1.197.
The prediction is 1.353, 1.292, 1.228, 1.164, 1.088.
The prediction is 1.327, 1.265, 1.197, 1.114, 1.038.
The prediction is 1.297, 1.238, 1.155, 1.088, 1.399.
The prediction is 1.281, 1.213, 1.161, 1.462, 1.842.
The prediction is 1.193, 1.135, 1.409, 1.804, 2.042.
The prediction is 1.098, 1.394, 1.816, 2.098, 2.172.
The prediction is 1.292, 1.656, 1.842, 1.875, 1.881.
The prediction is 1.605, 1.783, 1.802, 1.796, 1.804.
The prediction is 1.816, 1.802, 1.783, 1.781, 1.791.
The prediction is 1.775, 1.748, 1.742, 1.758, 1.791.
The prediction is 1.795, 1.781, 1.781, 1.791, 1.802.
The prediction is 1.932, 1.987, 2.037, 2.063, 2.052.
The prediction is 1.996, 1.996, 1.972, 1.921, 1.799.
The prediction is 2.112, 2.134, 2.098, 1.972, 1.702.
The prediction is 2.181, 2.193, 2.098, 1.831, 1.415.
The prediction is 2.193, 2.077, 1.799, 1.329, 1.288.
The prediction is 2.161, 1.932, 1.506, 1.506, 1.622.
The prediction is 2.037, 1.605, 1.603, 1.706, 1.742.
The prediction is 1.603, 1.658, 1.783, 1.834, 1.835.
The prediction is 1.492, 1.585, 1.603, 1.603, 1.595.
The prediction is 1.603, 1.615, 1.603, 1.603, 1.595.
The prediction is 1.603, 1.628, 1.644, 1.635, 1.595.
The prediction is 1.603, 1.628, 1.644, 1.635, 1.595.
The prediction is 1.603, 1.628, 1.633, 1.603, 1.536.
The prediction is 1.603, 1.603, 1.602, 1.585, 1.488.
The prediction is 1.559, 1.495, 1.408, 1.288, 1.164.
The prediction is 1.391, 1.287, 1.183, 1.107, 1.432.
The prediction is 1.204, 1.085, 1.009, 1.276, 1.631.
The prediction is 1.005, 0.906, 1.164, 1.506, 1.702.
The prediction is 0.859, 1.085, 1.423, 1.605, 1.631.
The prediction is 1.085, 1.408, 1.603, 1.658, 1.697.
The prediction is 1.408, 1.603, 1.658, 1.681, 1.701.
The prediction is 1.603, 1.603, 1.633, 1.681, 1.729.
The prediction is 1.802, 1.843, 1.875, 1.903, 1.936.
The prediction is 1.673, 1.681, 1.702, 1.728, 1.748.
The prediction is 1.602, 1.615, 1.657, 1.706, 1.735.
The prediction is 1.603, 1.631, 1.672, 1.703, 1.673.
The prediction is 1.638, 1.672, 1.703, 1.676, 1.548.
The prediction is 1.697, 1.733, 1.712, 1.553, 1.209.
The prediction is 1.657, 1.603, 1.457, 1.098, 1.092.
The prediction is 1.603, 1.485, 1.193, 1.218, 1.353.
The prediction is 1.497, 1.193, 1.238, 1.393, 1.481.
The prediction is 1.171, 1.218, 1.348, 1.408, 1.435.
The prediction is 1.161, 1.292, 1.366, 1.381, 1.366.
The prediction is 1.602, 1.775, 1.842, 1.842, 1.799.
The prediction is 1.749, 1.804, 1.796, 1.748, 1.665.
The prediction is 1.843, 1.843, 1.795, 1.706, 1.588.
The prediction is 1.801, 1.746, 1.661, 1.557, 1.444.
The prediction is 1.753, 1.644, 1.507, 1.372, 1.238.
The prediction is 1.763, 1.685, 1.588, 1.448, 1.324.
The prediction is 1.644, 1.507, 1.342, 1.205, 1.435.
The prediction is 1.577, 1.423, 1.288, 1.562, 1.987.
The prediction is 1.423, 1.292, 1.558, 1.987, 2.216.
The prediction is 1.307, 1.558, 1.972, 2.225, 2.236.
The prediction is 1.497, 1.842, 2.098, 2.133, 2.113.
The prediction is 2.128, 2.399, 2.458, 2.435, 2.399.
The prediction is 2.399, 2.423, 2.372, 2.298, 2.209.
The prediction is 2.266, 2.19, 2.137, 2.102, 2.075.
The prediction is 2.037, 1.903, 1.807, 1.746, 1.729.
The prediction is 1.954, 1.881, 1.836, 1.806, 1.767.
The prediction is 1.855, 1.791, 1.753, 1.733, 1.673.
The prediction is 1.783, 1.748, 1.733, 1.685, 1.548.
The prediction is 1.781, 1.762, 1.706, 1.552, 1.209.
The prediction is 1.862, 1.852, 1.706, 1.399, 1.5.
The prediction is 1.852, 1.685, 1.377, 1.458, 1.648.
The prediction is 1.843, 1.602, 1.775, 1.972, 2.066.
The prediction is 1.603, 1.785, 1.987, 2.098, 2.122.
The prediction is 1.742, 1.912, 1.972, 1.972, 1.951.
The prediction is 1.996, 2.098, 2.122, 2.122, 2.089.
The prediction is 2.037, 1.981, 1.909, 1.836, 1.756.
The prediction is 2.128, 2.069, 1.987, 1.902, 1.799.
The prediction is 2.161, 2.112, 1.996, 1.855, 1.701.
The prediction is 2.161, 2.077, 1.954, 1.806, 1.634.
The prediction is 2.017, 1.875, 1.706, 1.519, 1.377.
The prediction is 1.903, 1.756, 1.585, 1.448, 1.729.
The prediction is 1.783, 1.631, 1.499, 1.802, 2.209.
The prediction is 1.647, 1.517, 1.802, 2.215, 2.399.
The prediction is 1.559, 1.855, 2.309, 2.598, 2.635.
The prediction is 1.842, 2.265, 2.556, 2.605, 2.585.
The prediction is 2.435, 2.682, 2.706, 2.658, 2.585.
The prediction is 2.898, 2.986, 2.972, 2.928, 2.871.
The prediction is 2.423, 2.289, 2.187, 2.123, 2.075.
The prediction is 2.218, 2.103, 2.011, 1.954, 1.931.
The prediction is 1.972, 1.842, 1.767, 1.748, 1.758.
The prediction is 1.954, 1.909, 1.902, 1.906, 1.875.
The prediction is 2.112, 2.213, 2.292, 2.281, 2.118.
The prediction is 2.238, 2.298, 2.281, 2.124, 1.798.
The prediction is 2.324, 2.292, 2.098, 1.706, 1.799.
The prediction is 2.395, 2.239, 1.875, 1.972, 2.138.
The prediction is 2.313, 1.987, 2.098, 2.262, 2.324.
The prediction is 1.947, 2.05, 2.187, 2.238, 2.238.
The prediction is 2.128, 2.266, 2.292, 2.281, 2.266.
The prediction is 2.266, 2.292, 2.266, 2.226, 2.164.
The prediction is 2.238, 2.223, 2.193, 2.137, 2.054.
The prediction is 2.161, 2.098, 2.011, 1.906, 1.789.
The prediction is 2.059, 1.972, 1.871, 1.756, 1.634.
The prediction is 1.987, 1.871, 1.748, 1.631, 1.503.
The prediction is 1.987, 1.899, 1.796, 1.666, 1.558.
The prediction is 1.899, 1.799, 1.681, 1.588, 1.912.
The prediction is 1.783, 1.666, 1.577, 1.912, 2.435.
The prediction is 1.631, 1.499, 1.813, 2.315, 2.572.
The prediction is 1.559, 1.897, 2.408, 2.675, 2.667.
The prediction is 1.912, 2.385, 2.656, 2.684, 2.666.
The prediction is 2.408, 2.658, 2.682, 2.667, 2.657.
The prediction is 2.705, 2.753, 2.742, 2.729, 2.729.
The prediction is 2.667, 2.648, 2.628, 2.609, 2.595.
The prediction is 2.775, 2.783, 2.783, 2.775, 2.758.
The prediction is 2.695, 2.657, 2.633, 2.609, 2.565.
The prediction is 2.657, 2.595, 2.525, 2.448, 2.324.
The prediction is 2.742, 2.753, 2.742, 2.665, 2.423.
The prediction is 2.699, 2.648, 2.544, 2.312, 1.898.
The prediction is 2.609, 2.464, 2.193, 1.706, 1.702.
The prediction is 2.408, 2.149, 1.706, 1.742, 1.875.
The prediction is 2.112, 1.706, 1.792, 1.944, 2.024.
The prediction is 1.603, 1.658, 1.804, 1.875, 1.899.
The prediction is 1.753, 1.885, 1.952, 1.972, 1.972.
The prediction is 1.996, 1.987, 1.936, 1.885, 1.836.
The prediction is 2.161, 2.181, 2.164, 2.113, 2.038.
The prediction is 2.112, 2.077, 1.996, 1.899, 1.799.
The prediction is 1.987, 1.903, 1.806, 1.706, 1.603.
The prediction is 1.848, 1.732, 1.611, 1.505, 1.415.
The prediction is 1.783, 1.699, 1.607, 1.488, 1.391.
The prediction is 1.577, 1.448, 1.336, 1.262, 1.602.
The prediction is 1.423, 1.313, 1.237, 1.54, 1.989.
The prediction is 1.302, 1.237, 1.488, 1.904, 2.164.
The prediction is 1.258, 1.605, 2.098, 2.408, 2.558.
The prediction is 1.605, 2.072, 2.386, 2.525, 2.585.
The prediction is 1.987, 2.307, 2.435, 2.488, 2.526.
The prediction is 2.312, 2.408, 2.435, 2.435, 2.423.
The prediction is 2.266, 2.281, 2.292, 2.296, 2.289.
The prediction is 2.423, 2.458, 2.477, 2.488, 2.488.
The prediction is 2.495, 2.499, 2.474, 2.435, 2.366.
The prediction is 2.602, 2.657, 2.683, 2.665, 2.548.
The prediction is 2.603, 2.628, 2.609, 2.485, 2.168.
The prediction is 2.622, 2.609, 2.495, 2.213, 1.702.
The prediction is 2.604, 2.485, 2.171, 1.706, 1.781.
The prediction is 2.552, 2.289, 1.775, 1.799, 1.919.
The prediction is 2.435, 1.987, 2.054, 2.162, 2.181.
The prediction is 1.816, 1.842, 1.944, 1.981, 1.981.
The prediction is 1.802, 1.903, 1.916, 1.904, 1.875.
The prediction is 1.882, 1.881, 1.848, 1.806, 1.746.
The prediction is 1.881, 1.843, 1.799, 1.753, 1.699.
The prediction is 1.875, 1.836, 1.795, 1.748, 1.688.
The prediction is 1.883, 1.836, 1.757, 1.661, 1.554.
The prediction is 1.875, 1.811, 1.706, 1.577, 1.444.
The prediction is 1.843, 1.756, 1.644, 1.505, 1.391.
The prediction is 1.721, 1.603, 1.477, 1.388, 1.702.
The prediction is 1.602, 1.488, 1.399, 1.703, 2.17.
The prediction is 1.415, 1.314, 1.603, 2.072, 2.394.
The prediction is 1.213, 1.496, 1.965, 2.313, 2.435.
The prediction is 1.487, 1.913, 2.216, 2.313, 2.386.
The prediction is 1.996, 2.288, 2.399, 2.448, 2.488.
The prediction is 2.605, 2.729, 2.783, 2.808, 2.806.
The prediction is 3.049, 3.089, 3.089, 3.089, 3.086.
The prediction is 3.135, 3.089, 3.009, 2.899, 2.764.
The prediction is 3.285, 3.292, 3.262, 3.2, 3.096.
The prediction is 3.292, 3.262, 3.193, 3.089, 2.903.
The prediction is 3.238, 3.143, 2.987, 2.706, 2.244.
The prediction is 3.098, 2.922, 2.656, 2.221, 1.674.
The prediction is 2.893, 2.605, 2.144, 1.603, 1.642.
The prediction is 2.605, 2.161, 1.603, 1.603, 1.728.
The prediction is 2.298, 1.706, 1.706, 1.843, 1.921.
The prediction is 1.706, 1.706, 1.806, 1.843, 1.854.
The prediction is 1.603, 1.758, 1.842, 1.871, 1.875.
The prediction is 1.552, 1.603, 1.628, 1.642, 1.635.
The prediction is 1.603, 1.701, 1.775, 1.811, 1.806.
The prediction is 1.603, 1.657, 1.683, 1.674, 1.635.
The prediction is 1.457, 1.408, 1.355, 1.297, 1.238.
The prediction is 1.381, 1.314, 1.238, 1.164, 1.098.
The prediction is 1.314, 1.238, 1.164, 1.094, 1.053.
The prediction is 1.272, 1.223, 1.155, 1.098, 1.432.
The prediction is 1.258, 1.213, 1.177, 1.506, 2.028.
The prediction is 1.213, 1.193, 1.496, 1.987, 2.415.
The prediction is 1.161, 1.496, 1.984, 2.408, 2.602.
The prediction is 1.497, 1.965, 2.386, 2.558, 2.631.
The prediction is 2.171, 2.642, 2.806, 2.842, 2.836.
The prediction is 2.642, 2.801, 2.842, 2.836, 2.806.
The prediction is 3.013, 3.089, 3.089, 3.067, 3.026.
The prediction is 3.089, 3.089, 3.089, 3.089, 3.046.
The prediction is 3.238, 3.238, 3.193, 3.09, 2.922.
The prediction is 3.246, 3.189, 3.089, 2.944, 2.697.
The prediction is 3.161, 3.049, 2.893, 2.656, 2.209.
The prediction is 3.014, 2.842, 2.597, 2.16, 1.488.
The prediction is 2.742, 2.423, 1.954, 1.357, 1.302.
The prediction is 2.399, 1.932, 1.357, 1.329, 1.435.
The prediction is 2.112, 1.603, 1.603, 1.722, 1.781.
The prediction is 1.488, 1.488, 1.603, 1.658, 1.681.
The prediction is 1.492, 1.603, 1.657, 1.672, 1.666.
The prediction is 1.603, 1.633, 1.635, 1.624, 1.595.
The prediction is 1.638, 1.641, 1.638, 1.624, 1.595.
The prediction is 1.602, 1.602, 1.602, 1.602, 1.595.
The prediction is 1.463, 1.408, 1.355, 1.297, 1.238.
The prediction is 1.423, 1.377, 1.327, 1.274, 1.209.
The prediction is 1.423, 1.391, 1.353, 1.281, 1.209.
The prediction is 1.435, 1.413, 1.353, 1.292, 1.604.
The prediction is 1.391, 1.327, 1.267, 1.609, 2.138.
The prediction is 1.325, 1.267, 1.605, 2.118, 2.572.
The prediction is 1.218, 1.597, 2.17, 2.672, 2.871.
The prediction is 1.609, 2.138, 2.598, 2.805, 2.885.
The prediction is 1.987, 2.311, 2.435, 2.472, 2.472.
The prediction is 2.467, 2.606, 2.658, 2.658, 2.629.
The prediction is 2.806, 2.871, 2.885, 2.862, 2.806.
The prediction is 3.009, 3.041, 3.019, 2.954, 2.854.
The prediction is 3.019, 2.954, 2.854, 2.722, 2.554.
The prediction is 3.009, 2.954, 2.852, 2.699, 2.444.
The prediction is 3.019, 2.936, 2.806, 2.577, 2.144.
The prediction is 2.954, 2.836, 2.622, 2.221, 1.702.
The prediction is 2.809, 2.602, 2.221, 1.702, 1.702.
The prediction is 2.485, 1.996, 1.377, 1.329, 1.435.
The prediction is 2.128, 1.603, 1.603, 1.706, 1.749.
The prediction is 1.476, 1.488, 1.597, 1.657, 1.681.
The prediction is 1.415, 1.506, 1.572, 1.613, 1.635.
The prediction is 1.635, 1.685, 1.702, 1.706, 1.702.
The prediction is 1.747, 1.758, 1.742, 1.706, 1.644.
The prediction is 1.724, 1.706, 1.685, 1.648, 1.595.
The prediction is 1.613, 1.554, 1.497, 1.435, 1.371.
The prediction is 1.602, 1.602, 1.603, 1.602, 1.499.
The prediction is 1.603, 1.609, 1.602, 1.492, 1.391.
The prediction is 1.499, 1.415, 1.314, 1.238, 1.596.
The prediction is 1.448, 1.358, 1.281, 1.609, 2.138.
The prediction is 1.336, 1.257, 1.598, 2.17, 2.642.
The prediction is 1.358, 1.702, 2.246, 2.682, 2.842.
The prediction is 1.802, 2.313, 2.742, 2.912, 2.986.
The prediction is 2.312, 2.742, 2.912, 2.954, 2.936.
The prediction is 2.799, 3.017, 3.099, 3.089, 3.046.
The prediction is 3.067, 3.089, 3.089, 3.089, 3.086.
The prediction is 3.261, 3.261, 3.214, 3.098, 2.922.
The prediction is 3.266, 3.2, 3.099, 2.972, 2.802.
The prediction is 3.182, 3.089, 2.972, 2.822, 2.585.
The prediction is 3.099, 2.972, 2.806, 2.554, 2.113.
The prediction is 2.987, 2.806, 2.554, 2.098, 1.488.
The prediction is 2.893, 2.685, 2.221, 1.603, 1.602.
The prediction is 2.699, 2.298, 1.706, 1.703, 1.842.
The prediction is 2.399, 1.806, 1.802, 1.912, 1.954.
The prediction is 1.816, 1.802, 1.904, 1.946, 1.954.
The prediction is 1.852, 1.952, 1.987, 1.987, 1.981.
The prediction is 2.161, 2.218, 2.216, 2.187, 2.118.
The prediction is 2.238, 2.248, 2.238, 2.192, 2.113.
The prediction is 2.161, 2.113, 2.054, 1.972, 1.899.
The prediction is 2.059, 1.987, 1.909, 1.836, 1.767.
The prediction is 1.946, 1.843, 1.748, 1.674, 1.588.
The prediction is 1.807, 1.688, 1.577, 1.468, 1.391.
The prediction is 1.685, 1.585, 1.488, 1.423, 1.802.
The prediction is 1.553, 1.457, 1.399, 1.794, 2.342.
The prediction is 1.372, 1.297, 1.658, 2.17, 2.572.
The prediction is 1.391, 1.775, 2.312, 2.798, 2.986.
The prediction is 1.802, 2.312, 2.798, 3.017, 3.086.
The prediction is 2.312, 2.799, 3.047, 3.098, 3.086.
The prediction is 2.799, 3.047, 3.099, 3.089, 3.046.
The prediction is 2.905, 2.936, 2.936, 2.906, 2.836.
The prediction is 3.112, 3.089, 3.027, 2.954, 2.854.
The prediction is 3.292, 3.292, 3.239, 3.143, 2.989.
The prediction is 3.261, 3.193, 3.089, 2.933, 2.697.
The prediction is 3.193, 3.089, 2.933, 2.685, 2.209.
The prediction is 3.089, 2.933, 2.699, 2.271, 1.702.
The prediction is 2.954, 2.732, 2.311, 1.747, 1.799.
The prediction is 2.732, 2.311, 1.747, 1.799, 1.944.
The prediction is 2.285, 1.706, 1.758, 1.912, 1.981.
The prediction is 1.603, 1.603, 1.724, 1.799, 1.835.
The prediction is 1.702, 1.801, 1.836, 1.843, 1.835.
The prediction is 1.883, 1.946, 1.954, 1.936, 1.903.
The prediction is 1.951, 1.954, 1.936, 1.909, 1.854.
The prediction is 1.987, 1.981, 1.954, 1.906, 1.836.
The prediction is 1.987, 1.936, 1.855, 1.762, 1.666.
The prediction is 1.996, 1.909, 1.806, 1.706, 1.588.
The prediction is 1.996, 1.899, 1.796, 1.674, 1.588.
The prediction is 1.965, 1.881, 1.768, 1.685, 2.006.
The prediction is 1.904, 1.775, 1.659, 1.972, 2.472.
The prediction is 1.805, 1.706, 2.054, 2.572, 3.046.
The prediction is 1.848, 2.209, 2.742, 3.221, 3.402.
The prediction is 2.228, 2.742, 3.261, 3.496, 3.605.
The prediction is 2.724, 3.221, 3.458, 3.542, 3.552.
The prediction is 3.067, 3.246, 3.298, 3.281, 3.209.
The prediction is 3.435, 3.506, 3.496, 3.435, 3.336.
The prediction is 3.605, 3.631, 3.595, 3.505, 3.362.
The prediction is 3.552, 3.479, 3.371, 3.238, 3.057.
The prediction is 3.541, 3.457, 3.331, 3.156, 2.854.
The prediction is 3.524, 3.399, 3.221, 2.905, 2.354.
The prediction is 3.454, 3.297, 2.987, 2.415, 1.802.
The prediction is 3.246, 2.932, 2.376, 1.775, 1.799.
The prediction is 2.922, 2.394, 1.806, 1.842, 2.006.
The prediction is 2.497, 1.842, 1.842, 1.987, 2.075.
The prediction is 1.987, 1.987, 2.098, 2.151, 2.164.
The prediction is 1.987, 2.098, 2.134, 2.134, 2.137.
The prediction is 2.112, 2.161, 2.161, 2.134, 2.098.
The prediction is 2.161, 2.161, 2.147, 2.126, 2.089.
The prediction is 2.237, 2.266, 2.266, 2.234, 2.164.
The prediction is 2.246, 2.226, 2.168, 2.077, 1.989.
The prediction is 2.324, 2.292, 2.238, 2.181, 2.098.
The prediction is 2.399, 2.366, 2.289, 2.168, 2.075.
The prediction is 2.423, 2.377, 2.266, 2.164, 2.462.
The prediction is 2.377, 2.271, 2.164, 2.462, 2.932.
The prediction is 2.277, 2.164, 2.462, 2.909, 3.342.
The prediction is 2.249, 2.496, 2.913, 3.309, 3.496.
The prediction is 2.496, 2.913, 3.342, 3.598, 3.749.
The prediction is 2.912, 3.342, 3.594, 3.706, 3.742.
The prediction is 3.221, 3.435, 3.538, 3.581, 3.585.
The prediction is 3.319, 3.382, 3.381, 3.341, 3.276.
The prediction is 3.382, 3.407, 3.391, 3.341, 3.258.
The prediction is 3.457, 3.435, 3.371, 3.262, 3.095.
The prediction is 3.462, 3.423, 3.336, 3.205, 2.954.
The prediction is 3.297, 3.161, 2.987, 2.721, 2.271.
The prediction is 3.238, 3.089, 2.875, 2.423, 1.842.
The prediction is 3.193, 2.987, 2.497, 1.842, 1.842.
The prediction is 3.019, 2.606, 2.037, 2.052, 2.218.
The prediction is 2.605, 2.012, 2.011, 2.122, 2.168.
The prediction is 1.987, 1.981, 2.098, 2.17, 2.218.
The prediction is 2.161, 2.292, 2.353, 2.372, 2.377.
The prediction is 2.226, 2.266, 2.281, 2.281, 2.266.
The prediction is 2.313, 2.319, 2.324, 2.313, 2.285.
The prediction is 2.324, 2.319, 2.313, 2.289, 2.246.
The prediction is 2.399, 2.377, 2.324, 2.265, 2.209.
The prediction is 2.602, 2.609, 2.558, 2.467, 2.321.
The prediction is 2.685, 2.685, 2.648, 2.554, 2.448.
The prediction is 2.697, 2.648, 2.54, 2.423, 2.686.
The prediction is 2.749, 2.665, 2.564, 2.798, 3.231.
The prediction is 2.653, 2.499, 2.697, 3.067, 3.502.
The prediction is 2.665, 2.912, 3.309, 3.742, 3.973.
The prediction is 2.954, 3.408, 3.843, 4.053, 4.143.
The prediction is 3.307, 3.742, 4.021, 4.149, 4.17.
The prediction is 3.602, 3.843, 3.953, 3.974, 3.941.
The prediction is 3.885, 3.981, 3.981, 3.899, 3.749.
The prediction is 3.798, 3.753, 3.687, 3.603, 3.488.
The prediction is 3.749, 3.687, 3.603, 3.488, 3.342.
The prediction is 3.742, 3.695, 3.603, 3.464, 3.209.
The prediction is 3.732, 3.664, 3.541, 3.291, 2.756.
The prediction is 3.664, 3.534, 3.291, 2.806, 2.209.
The prediction is 3.495, 3.221, 2.706, 2.122, 2.098.
The prediction is 3.099, 2.606, 2.102, 2.127, 2.276.
The prediction is 2.464, 1.881, 1.899, 2.044, 2.138.
The prediction is 1.799, 1.799, 1.912, 2.004, 2.066.
The prediction is 1.799, 1.912, 1.996, 2.054, 2.113.
The prediction is 1.932, 1.986, 1.996, 1.987, 1.972.
The prediction is 1.875, 1.875, 1.881, 1.883, 1.875.
The prediction is 1.729, 1.706, 1.706, 1.706, 1.702.
The prediction is 1.748, 1.748, 1.742, 1.724, 1.689.
The prediction is 1.811, 1.834, 1.834, 1.811, 1.732.
The prediction is 1.776, 1.748, 1.706, 1.633, 1.585.
The prediction is 1.724, 1.689, 1.646, 1.611, 1.912.
The prediction is 1.701, 1.653, 1.611, 1.932, 2.435.
The prediction is 1.635, 1.603, 1.932, 2.408, 2.813.
The prediction is 1.564, 1.912, 2.408, 2.842, 3.018.
The prediction is 1.916, 2.408, 2.842, 3.027, 3.086.
The prediction is 2.602, 3.067, 3.261, 3.298, 3.281.
The prediction is 3.049, 3.246, 3.292, 3.281, 3.238.
The prediction is 3.067, 3.089, 3.089, 3.089, 3.086.
The prediction is 3.088, 3.027, 2.954, 2.871, 2.783.
The prediction is 3.261, 3.261, 3.214, 3.096, 2.905.
The prediction is 3.382, 3.372, 3.292, 3.143, 2.842.
The prediction is 3.435, 3.391, 3.262, 2.987, 2.432.
The prediction is 3.423, 3.314, 3.049, 2.464, 1.802.
The prediction is 3.293, 3.019, 2.464, 1.816, 1.802.
The prediction is 3.089, 2.606, 1.912, 1.903, 1.987.
The prediction is 2.705, 2.011, 1.954, 2.044, 2.066.
The prediction is 1.987, 1.954, 2.017, 2.024, 2.012.
