The prediction is 0.392, 0.392, 0.392.
The prediction is 0.106, 0.106, 0.106.
The prediction is 0.12, 0.126, 0.129.
The prediction is 0.126, 0.129, 0.129.
The prediction is 0.127, 0.127, 0.124.
The prediction is 0.131, 0.129, 0.109.
The prediction is 0.127, 0.106, 0.088.
The prediction is 0.113, 0.099, 0.092.
The prediction is 0.127, 0.127, 0.093.
The prediction is 0.112, 0.128, 0.145.
The prediction is 0.128, 0.136, 0.157.
The prediction is 0.161, 0.2, 0.284.
The prediction is 0.182, 0.238, 0.295.
The prediction is 0.336, 0.408, 0.432.
The prediction is 0.324, 0.336, 0.323.
The prediction is 0.408, 0.409, 0.382.
The prediction is 0.409, 0.377, 0.336.
The prediction is 0.409, 0.361, 0.302.
The prediction is 0.265, 0.194, 0.168.
The prediction is 0.191, 0.162, 0.152.
The prediction is 0.162, 0.161, 0.159.
The prediction is 0.171, 0.167, 0.161.
The prediction is 0.171, 0.175, 0.175.
The prediction is 0.161, 0.163, 0.167.
The prediction is 0.151, 0.151, 0.151.
The prediction is 0.149, 0.151, 0.151.
The prediction is 0.144, 0.145, 0.145.
The prediction is 0.131, 0.131, 0.131.
The prediction is 0.129, 0.129, 0.129.
The prediction is 0.129, 0.129, 0.109.
The prediction is 0.121, 0.099, 0.082.
The prediction is 0.099, 0.083, 0.073.
The prediction is 0.113, 0.11, 0.099.
The prediction is 0.12, 0.128, 0.149.
The prediction is 0.093, 0.105, 0.138.
The prediction is 0.161, 0.2, 0.299.
The prediction is 0.292, 0.435, 0.574.
The prediction is 0.423, 0.538, 0.574.
The prediction is 0.423, 0.435, 0.411.
The prediction is 0.464, 0.448, 0.403.
The prediction is 0.448, 0.4, 0.341.
The prediction is 0.398, 0.336, 0.271.
The prediction is 0.272, 0.209, 0.181.
The prediction is 0.221, 0.194, 0.184.
The prediction is 0.173, 0.161, 0.157.
The prediction is 0.162, 0.161, 0.159.
The prediction is 0.135, 0.122, 0.111.
The prediction is 0.121, 0.109, 0.102.
The prediction is 0.112, 0.11, 0.111.
The prediction is 0.109, 0.109, 0.113.
The prediction is 0.1, 0.099, 0.098.
The prediction is 0.1, 0.099, 0.098.
The prediction is 0.106, 0.106, 0.101.
The prediction is 0.109, 0.109, 0.094.
The prediction is 0.109, 0.092, 0.082.
The prediction is 0.082, 0.069, 0.065.
The prediction is 0.096, 0.098, 0.101.
The prediction is 0.112, 0.112, 0.13.
The prediction is 0.089, 0.114, 0.157.
The prediction is 0.112, 0.142, 0.209.
The prediction is 0.112, 0.145, 0.182.
The prediction is 0.145, 0.178, 0.194.
The prediction is 0.163, 0.177, 0.175.
The prediction is 0.193, 0.191, 0.176.
The prediction is 0.193, 0.161, 0.132.
The prediction is 0.185, 0.157, 0.122.
The prediction is 0.153, 0.122, 0.104.
The prediction is 0.127, 0.111, 0.103.
The prediction is 0.1, 0.091, 0.084.
The prediction is 0.112, 0.112, 0.11.
The prediction is 0.112, 0.112, 0.114.
The prediction is 0.124, 0.124, 0.124.
The prediction is 0.112, 0.112, 0.114.
The prediction is 0.112, 0.112, 0.113.
The prediction is 0.127, 0.129, 0.129.
The prediction is 0.121, 0.121, 0.121.
The prediction is 0.118, 0.118, 0.118.
The prediction is 0.112, 0.11, 0.094.
The prediction is 0.097, 0.077, 0.065.
The prediction is 0.076, 0.058, 0.046.
The prediction is 0.074, 0.067, 0.072.
The prediction is 0.073, 0.072, 0.082.
The prediction is 0.079, 0.088, 0.109.
The prediction is 0.098, 0.112, 0.145.
The prediction is 0.098, 0.112, 0.132.
The prediction is 0.145, 0.176, 0.193.
The prediction is 0.206, 0.221, 0.217.
The prediction is 0.239, 0.238, 0.213.
The prediction is 0.263, 0.247, 0.209.
The prediction is 0.259, 0.223, 0.179.
The prediction is 0.231, 0.181, 0.159.
The prediction is 0.221, 0.213, 0.214.
The prediction is 0.213, 0.213, 0.214.
The prediction is 0.209, 0.209, 0.199.
The prediction is 0.209, 0.213, 0.213.
The prediction is 0.181, 0.175, 0.176.
The prediction is 0.181, 0.181, 0.181.
The prediction is 0.173, 0.175, 0.176.
The prediction is 0.161, 0.161, 0.16.
The prediction is 0.131, 0.117, 0.104.
The prediction is 0.131, 0.131, 0.131.
The prediction is 0.117, 0.105, 0.083.
The prediction is 0.11, 0.088, 0.074.
The prediction is 0.089, 0.074, 0.065.
The prediction is 0.098, 0.094, 0.101.
The prediction is 0.112, 0.128, 0.143.
The prediction is 0.089, 0.105, 0.138.
The prediction is 0.161, 0.214, 0.319.
The prediction is 0.135, 0.181, 0.238.
The prediction is 0.218, 0.284, 0.319.
The prediction is 0.358, 0.408, 0.403.
The prediction is 0.443, 0.446, 0.403.
The prediction is 0.423, 0.377, 0.322.
The prediction is 0.409, 0.358, 0.299.
The prediction is 0.355, 0.292, 0.274.
The prediction is 0.302, 0.268, 0.252.
The prediction is 0.313, 0.309, 0.302.
The prediction is 0.336, 0.336, 0.331.
The prediction is 0.336, 0.332, 0.324.
The prediction is 0.332, 0.324, 0.321.
The prediction is 0.336, 0.336, 0.336.
The prediction is 0.342, 0.342, 0.342.
The prediction is 0.322, 0.314, 0.302.
The prediction is 0.309, 0.296, 0.284.
The prediction is 0.317, 0.314, 0.307.
The prediction is 0.319, 0.309, 0.265.
The prediction is 0.296, 0.248, 0.209.
The prediction is 0.239, 0.194, 0.168.
The prediction is 0.221, 0.199, 0.209.
The prediction is 0.209, 0.161, 0.172.
The prediction is 0.161, 0.172, 0.204.
The prediction is 0.252, 0.284, 0.394.
The prediction is 0.237, 0.309, 0.388.
The prediction is 0.324, 0.408, 0.457.
The prediction is 0.382, 0.423, 0.419.
The prediction is 0.417, 0.417, 0.395.
The prediction is 0.464, 0.435, 0.379.
The prediction is 0.476, 0.423, 0.353.
The prediction is 0.409, 0.332, 0.302.
The prediction is 0.336, 0.313, 0.3.
The prediction is 0.358, 0.355, 0.347.
The prediction is 0.368, 0.368, 0.368.
The prediction is 0.376, 0.371, 0.362.
The prediction is 0.413, 0.408, 0.403.
The prediction is 0.45, 0.457, 0.457.
The prediction is 0.463, 0.463, 0.463.
The prediction is 0.476, 0.478, 0.474.
The prediction is 0.523, 0.538, 0.538.
The prediction is 0.517, 0.504, 0.474.
The prediction is 0.517, 0.503, 0.427.
The prediction is 0.468, 0.377, 0.307.
The prediction is 0.355, 0.292, 0.241.
The prediction is 0.269, 0.219, 0.209.
The prediction is 0.236, 0.248, 0.252.
The prediction is 0.161, 0.169, 0.195.
The prediction is 0.283, 0.314, 0.394.
The prediction is 0.229, 0.266, 0.308.
The prediction is 0.263, 0.302, 0.324.
The prediction is 0.384, 0.443, 0.457.
The prediction is 0.448, 0.457, 0.432.
The prediction is 0.438, 0.409, 0.361.
The prediction is 0.435, 0.388, 0.336.
The prediction is 0.355, 0.292, 0.267.
The prediction is 0.28, 0.254, 0.252.
The prediction is 0.284, 0.278, 0.269.
The prediction is 0.274, 0.269, 0.263.
The prediction is 0.297, 0.297, 0.297.
The prediction is 0.33, 0.336, 0.342.
The prediction is 0.358, 0.358, 0.353.
The prediction is 0.371, 0.373, 0.371.
The prediction is 0.382, 0.382, 0.382.
The prediction is 0.414, 0.415, 0.407.
The prediction is 0.407, 0.398, 0.383.
The prediction is 0.324, 0.277, 0.195.
The prediction is 0.265, 0.188, 0.136.
The prediction is 0.221, 0.179, 0.152.
The prediction is 0.238, 0.229, 0.209.
The prediction is 0.238, 0.261, 0.278.
The prediction is 0.238, 0.244, 0.271.
The prediction is 0.283, 0.314, 0.395.
The prediction is 0.462, 0.656, 0.804.
The prediction is 0.602, 0.702, 0.719.
The prediction is 0.657, 0.675, 0.647.
The prediction is 0.666, 0.633, 0.574.
The prediction is 0.541, 0.462, 0.386.
The prediction is 0.457, 0.377, 0.302.
The prediction is 0.377, 0.307, 0.277.
The prediction is 0.251, 0.228, 0.224.
The prediction is 0.236, 0.229, 0.224.
The prediction is 0.221, 0.213, 0.199.
The prediction is 0.213, 0.213, 0.22.
The prediction is 0.209, 0.213, 0.22.
The prediction is 0.213, 0.213, 0.216.
The prediction is 0.194, 0.191, 0.195.
The prediction is 0.162, 0.161, 0.16.
The prediction is 0.139, 0.138, 0.138.
The prediction is 0.138, 0.138, 0.138.
The prediction is 0.138, 0.138, 0.123.
The prediction is 0.14, 0.123, 0.109.
The prediction is 0.124, 0.101, 0.083.
The prediction is 0.151, 0.151, 0.093.
The prediction is 0.161, 0.161, 0.195.
The prediction is 0.135, 0.168, 0.218.
The prediction is 0.238, 0.297, 0.419.
The prediction is 0.384, 0.561, 0.702.
The prediction is 0.541, 0.657, 0.697.
The prediction is 0.616, 0.615, 0.574.
The prediction is 0.694, 0.666, 0.598.
The prediction is 0.632, 0.541, 0.427.
The prediction is 0.505, 0.399, 0.292.
The prediction is 0.324, 0.221, 0.185.
The prediction is 0.221, 0.182, 0.168.
The prediction is 0.163, 0.149, 0.135.
The prediction is 0.135, 0.112, 0.093.
The prediction is 0.153, 0.151, 0.151.
The prediction is 0.182, 0.193, 0.204.
The prediction is 0.221, 0.236, 0.247.
The prediction is 0.272, 0.284, 0.292.
The prediction is 0.3, 0.314, 0.319.
The prediction is 0.342, 0.353, 0.353.
The prediction is 0.386, 0.402, 0.403.
The prediction is 0.386, 0.379, 0.308.
The prediction is 0.402, 0.329, 0.269.
The prediction is 0.345, 0.292, 0.252.
The prediction is 0.476, 0.509, 0.496.
The prediction is 0.505, 0.394, 0.432.
The prediction is 0.399, 0.408, 0.435.
The prediction is 0.313, 0.317, 0.403.
The prediction is 0.462, 0.656, 0.802.
The prediction is 0.574, 0.706, 0.753.
The prediction is 0.602, 0.615, 0.597.
The prediction is 0.674, 0.658, 0.603.
The prediction is 0.687, 0.632, 0.541.
The prediction is 0.574, 0.488, 0.399.
The prediction is 0.457, 0.358, 0.324.
The prediction is 0.377, 0.347, 0.336.
The prediction is 0.358, 0.347, 0.336.
The prediction is 0.307, 0.284, 0.266.
The prediction is 0.28, 0.259, 0.246.
The prediction is 0.278, 0.269, 0.269.
The prediction is 0.302, 0.309, 0.311.
The prediction is 0.33, 0.342, 0.347.
The prediction is 0.336, 0.342, 0.342.
The prediction is 0.338, 0.342, 0.342.
The prediction is 0.376, 0.387, 0.387.
The prediction is 0.402, 0.402, 0.353.
The prediction is 0.409, 0.358, 0.307.
The prediction is 0.366, 0.324, 0.299.
The prediction is 0.292, 0.266, 0.209.
The prediction is 0.239, 0.248, 0.263.
The prediction is 0.161, 0.169, 0.197.
The prediction is 0.336, 0.394, 0.504.
The prediction is 0.135, 0.154, 0.173.
The prediction is 0.221, 0.274, 0.302.
The prediction is 0.423, 0.488, 0.488.
The prediction is 0.574, 0.574, 0.527.
The prediction is 0.538, 0.476, 0.403.
The prediction is 0.664, 0.594, 0.503.
The prediction is 0.399, 0.288, 0.252.
The prediction is 0.336, 0.307, 0.3.
The prediction is 0.213, 0.181, 0.167.
The prediction is 0.135, 0.112, 0.095.
The prediction is 0.135, 0.122, 0.109.
The prediction is 0.112, 0.099, 0.092.
The prediction is 0.124, 0.126, 0.129.
The prediction is 0.126, 0.127, 0.129.
The prediction is 0.118, 0.118, 0.118.
The prediction is 0.099, 0.092, 0.087.
The prediction is 0.099, 0.098, 0.098.
The prediction is 0.102, 0.097, 0.074.
The prediction is 0.106, 0.084, 0.069.
The prediction is 0.088, 0.074, 0.065.
The prediction is 0.118, 0.121, 0.099.
The prediction is 0.171, 0.161, 0.195.
The prediction is 0.161, 0.188, 0.238.
The prediction is 0.277, 0.336, 0.485.
The prediction is 0.237, 0.309, 0.394.
The prediction is 0.336, 0.426, 0.488.
The prediction is 0.302, 0.314, 0.302.
The prediction is 0.283, 0.268, 0.236.
The prediction is 0.259, 0.223, 0.185.
The prediction is 0.209, 0.159, 0.115.
The prediction is 0.168, 0.127, 0.106.
The prediction is 0.124, 0.099, 0.092.
The prediction is 0.128, 0.126, 0.124.
The prediction is 0.106, 0.099, 0.092.
The prediction is 0.112, 0.112, 0.114.
The prediction is 0.112, 0.112, 0.114.
The prediction is 0.112, 0.112, 0.114.
The prediction is 0.112, 0.112, 0.113.
The prediction is 0.109, 0.109, 0.109.
The prediction is 0.1, 0.097, 0.093.
The prediction is 0.092, 0.088, 0.085.
The prediction is 0.082, 0.076, 0.058.
The prediction is 0.072, 0.058, 0.047.
The prediction is 0.057, 0.047, 0.042.
The prediction is 0.065, 0.065, 0.069.
The prediction is 0.066, 0.072, 0.088.
The prediction is 0.057, 0.067, 0.088.
The prediction is 0.057, 0.079, 0.132.
The prediction is 0.098, 0.171, 0.252.
The prediction is 0.128, 0.168, 0.191.
The prediction is 0.128, 0.136, 0.136.
The prediction is 0.135, 0.131, 0.117.
The prediction is 0.112, 0.097, 0.077.
The prediction is 0.113, 0.097, 0.077.
The prediction is 0.094, 0.074, 0.063.
The prediction is 0.068, 0.057, 0.052.
The prediction is 0.063, 0.061, 0.058.
The prediction is 0.055, 0.051, 0.048.
The prediction is 0.051, 0.047, 0.044.
The prediction is 0.055, 0.054, 0.056.
The prediction is 0.063, 0.067, 0.071.
The prediction is 0.063, 0.063, 0.063.
The prediction is 0.051, 0.047, 0.043.
The prediction is 0.051, 0.051, 0.051.
The prediction is 0.048, 0.048, 0.048.
The prediction is 0.042, 0.039, 0.032.
The prediction is 0.035, 0.027, 0.022.
The prediction is 0.027, 0.022, 0.019.
The prediction is 0.031, 0.032, 0.028.
The prediction is 0.037, 0.038, 0.048.
The prediction is 0.034, 0.041, 0.058.
The prediction is 0.051, 0.068, 0.099.
The prediction is 0.093, 0.158, 0.226.
The prediction is 0.191, 0.254, 0.269.
The prediction is 0.292, 0.317, 0.302.
The prediction is 0.355, 0.347, 0.311.
The prediction is 0.329, 0.292, 0.241.
The prediction is 0.221, 0.166, 0.115.
The prediction is 0.168, 0.117, 0.099.
The prediction is 0.114, 0.099, 0.092.
The prediction is 0.091, 0.083, 0.077.
The prediction is 0.079, 0.073, 0.069.
The prediction is 0.084, 0.084, 0.084.
The prediction is 0.086, 0.086, 0.088.
The prediction is 0.096, 0.098, 0.1.
The prediction is 0.099, 0.098, 0.098.
The prediction is 0.098, 0.094, 0.089.
The prediction is 0.087, 0.082, 0.077.
The prediction is 0.075, 0.072, 0.072.
The prediction is 0.058, 0.048, 0.035.
The prediction is 0.051, 0.039, 0.032.
The prediction is 0.037, 0.028, 0.024.
The prediction is 0.037, 0.036, 0.044.
The prediction is 0.035, 0.029, 0.039.
The prediction is 0.031, 0.041, 0.065.
The prediction is 0.089, 0.132, 0.209.
The prediction is 0.171, 0.284, 0.399.
The prediction is 0.238, 0.292, 0.308.
The prediction is 0.324, 0.342, 0.319.
The prediction is 0.355, 0.336, 0.299.
The prediction is 0.368, 0.324, 0.261.
The prediction is 0.358, 0.292, 0.227.
The prediction is 0.292, 0.227, 0.201.
The prediction is 0.255, 0.236, 0.226.
The prediction is 0.209, 0.191, 0.178.
The prediction is 0.221, 0.213, 0.199.
The prediction is 0.246, 0.246, 0.246.
The prediction is 0.322, 0.336, 0.341.
The prediction is 0.336, 0.336, 0.331.
The prediction is 0.371, 0.372, 0.372.
The prediction is 0.408, 0.409, 0.403.
The prediction is 0.413, 0.408, 0.393.
The prediction is 0.387, 0.368, 0.336.
The prediction is 0.342, 0.302, 0.227.
The prediction is 0.302, 0.221, 0.166.
The prediction is 0.239, 0.181, 0.145.
The prediction is 0.194, 0.161, 0.112.
The prediction is 0.181, 0.161, 0.172.
The prediction is 0.161, 0.169, 0.197.
The prediction is 0.197, 0.218, 0.293.
The prediction is 0.237, 0.309, 0.388.
The prediction is 0.336, 0.408, 0.435.
The prediction is 0.358, 0.383, 0.382.
The prediction is 0.423, 0.423, 0.395.
The prediction is 0.413, 0.379, 0.336.
The prediction is 0.366, 0.312, 0.252.
The prediction is 0.324, 0.265, 0.238.
The prediction is 0.28, 0.257, 0.252.
The prediction is 0.292, 0.292, 0.292.
The prediction is 0.33, 0.336, 0.336.
The prediction is 0.345, 0.345, 0.342.
The prediction is 0.34, 0.329, 0.321.
The prediction is 0.309, 0.292, 0.284.
The prediction is 0.301, 0.292, 0.284.
The prediction is 0.311, 0.311, 0.311.
The prediction is 0.287, 0.274, 0.263.
The prediction is 0.276, 0.269, 0.261.
The prediction is 0.257, 0.239, 0.185.
The prediction is 0.273, 0.239, 0.209.
The prediction is 0.259, 0.234, 0.212.
The prediction is 0.254, 0.246, 0.209.
The prediction is 0.274, 0.313, 0.336.
The prediction is 0.312, 0.312, 0.324.
The prediction is 0.128, 0.135, 0.168.
The prediction is 0.135, 0.161, 0.197.
The prediction is 0.161, 0.209, 0.238.
The prediction is 0.135, 0.131, 0.125.
The prediction is 0.161, 0.163, 0.149.
The prediction is 0.161, 0.161, 0.151.
The prediction is 0.135, 0.112, 0.089.
The prediction is 0.131, 0.11, 0.101.
The prediction is 0.127, 0.127, 0.129.
The prediction is 0.126, 0.126, 0.124.
The prediction is 0.119, 0.118, 0.115.
The prediction is 0.112, 0.112, 0.114.
The prediction is 0.099, 0.092, 0.087.
The prediction is 0.106, 0.109, 0.114.
The prediction is 0.099, 0.098, 0.1.
The prediction is 0.083, 0.077, 0.075.
The prediction is 0.089, 0.089, 0.089.
The prediction is 0.088, 0.088, 0.088.
The prediction is 0.088, 0.088, 0.077.
The prediction is 0.082, 0.067, 0.055.
The prediction is 0.071, 0.058, 0.047.
The prediction is 0.077, 0.073, 0.072.
The prediction is 0.077, 0.077, 0.088.
The prediction is 0.083, 0.088, 0.1.
The prediction is 0.074, 0.088, 0.125.
The prediction is 0.094, 0.132, 0.174.
The prediction is 0.153, 0.219, 0.252.
The prediction is 0.182, 0.209, 0.209.
The prediction is 0.193, 0.191, 0.176.
The prediction is 0.193, 0.175, 0.152.
The prediction is 0.161, 0.131, 0.102.
The prediction is 0.135, 0.1, 0.083.
The prediction is 0.113, 0.099, 0.092.
The prediction is 0.083, 0.076, 0.074.
